"","xbin","zbin","bin.hits","sky.hits","can.hits","lidar.pulses","Freq","hit.count","phi","dee","sum.dee","fee","cvr","olai","vai"
"239",22,8,0,0,89,228,1,86,0.0444444444444444,0,4.49980967033027,0,0,0.966425295722506,0
"240",22,9,3,139,89,228,1,89,0.0111111111111111,1.38629436111989,4.49980967033027,0.308078443908527,0.0337078651685393,0.966425295722506,0.297734801260028
"227",22,10,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"228",22,11,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"229",22,12,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"230",22,13,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"231",22,14,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"232",22,15,0,0,89,228,1,89,0.0111111111111111,0,4.49980967033027,0,0,0.966425295722506,0
"241",23,0,0,0,228,228,1,0,1,0,4.7361984483945,0,0,8,0
"242",23,1,0,0,228,228,1,0,1,0,4.7361984483945,0,0,8,0
"249",23,2,0,0,228,228,1,0,1,0,4.7361984483945,0,0,8,0
"250",23,3,0,0,228,228,1,0,1,0,4.7361984483945,0,0,8,0
"251",23,4,0,0,228,228,1,0,1,0,4.7361984483945,0,0,8,0
"252",23,5,2,0,228,228,1,2,0.991228070175439,0.00881062968215491,4.7361984483945,0.00186027460169909,0.0087719298245614,8,0.0148821968135927
"253",23,6,204,0,228,228,1,206,0.0964912280701754,2.32949254591397,4.7361984483945,0.491848593612803,0.894736842105263,8,3.93478874890242
"254",23,7,19,0,228,228,1,225,0.0131578947368421,1.99243016469021,4.7361984483945,0.420681309366505,0.0833333333333333,8,3.36545047493204
"255",23,8,1,0,228,228,1,226,0.0087719298245614,0.405465108108164,4.7361984483945,0.0856098224189933,0.0043859649122807,8,0.684878579351946
"256",23,9,2,0,228,228,1,228,0,0,4.7361984483945,0,0.0087719298245614,8,0.0701754385964912
"243",23,10,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"244",23,11,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"245",23,12,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"246",23,13,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"247",23,14,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"248",23,15,0,0,228,228,1,228,0,0,4.7361984483945,0,0,8,0
"257",24,0,0,0,228,228,1,0,1,0,0,0,0,8,0
"258",24,1,0,0,228,228,1,0,1,0,0,0,0,8,0
"265",24,2,0,0,228,228,1,0,1,0,0,0,0,8,0
"266",24,3,0,0,228,228,1,0,1,0,0,0,0,8,0
"267",24,4,51,0,228,228,1,51,0.776315789473684,0,0,0,0.223684210526316,8,1.78947368421053
"268",24,5,152,0,228,228,1,203,0.109649122807018,0,0,0,0.666666666666667,8,5.33333333333333
"269",24,6,25,0,228,228,1,228,0,0,0,0,0.109649122807018,8,0.87719298245614
"270",24,7,0,0,228,228,1,228,0,0,0,0,0,8,0
"271",24,8,0,0,228,228,1,228,0,0,0,0,0,8,0
"272",24,9,0,0,228,228,1,228,0,0,0,0,0,8,0
"259",24,10,0,0,228,228,1,228,0,0,0,0,0,8,0
"260",24,11,0,0,228,228,1,228,0,0,0,0,0,8,0
"261",24,12,0,0,228,228,1,228,0,0,0,0,0,8,0
"262",24,13,0,0,228,228,1,228,0,0,0,0,0,8,0
"263",24,14,0,0,228,228,1,228,0,0,0,0,0,8,0
"264",24,15,0,0,228,228,1,228,0,0,0,0,0,8,0
"273",25,0,0,0,221,229,1,0,1,0,0,0,0,5.88968713777837,0
"274",25,1,0,0,221,229,1,0,1,0,0,0,0,5.88968713777837,0
"281",25,2,0,0,221,229,1,0,1,0,0,0,0,5.88968713777837,0
"282",25,3,0,0,221,229,1,0,1,0,0,0,0,5.88968713777837,0
"283",25,4,38,8,221,229,1,38,0.828828828828829,0,0,0,0.171945701357466,5.88968713777837,1.01270638568135
"284",25,5,135,8,221,229,1,173,0.220720720720721,0,0,0,0.610859728506787,5.88968713777837,3.59777268597321
"285",25,6,47,8,221,229,1,220,0.00900900900900901,0,0,0,0.212669683257919,5.88968713777837,1.25255789807956
"286",25,7,1,8,221,229,1,221,0.0045045045045045,0,0,0,0.00452488687782805,5.88968713777837,0.026650168044246
"287",25,8,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"288",25,9,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"275",25,10,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"276",25,11,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"277",25,12,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"278",25,13,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"279",25,14,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"280",25,15,0,0,221,229,1,221,0.0045045045045045,0,0,0,0,5.88968713777837,0
"289",26,0,0,0,227,228,1,0,1,0,0,0,0,7.5777291483534,0
"290",26,1,0,0,227,228,1,0,1,0,0,0,0,7.5777291483534,0
"297",26,2,0,0,227,228,1,0,1,0,0,0,0,7.5777291483534,0
"298",26,3,0,0,227,228,1,0,1,0,0,0,0,7.5777291483534,0
"299",26,4,0,0,227,228,1,0,1,0,0,0,0,7.5777291483534,0
"300",26,5,5,1,227,228,1,5,0.978070175438597,0,0,0,0.0220264317180617,7.5777291483534,0.166910333664172
"301",26,6,40,1,227,228,1,45,0.802631578947368,0,0,0,0.176211453744493,7.5777291483534,1.33528266931337
"302",26,7,0,0,227,228,1,45,0.802631578947368,0,0,0,0,7.5777291483534,0
"303",26,8,2,1,227,228,1,47,0.793859649122807,0,0,0,0.00881057268722467,7.5777291483534,0.0667641334656687
"304",26,9,135,1,227,228,1,182,0.201754385964912,0,0,0,0.594713656387665,7.5777291483534,4.50657900893264
"291",26,10,0,0,227,228,1,182,0.201754385964912,0,0,0,0,7.5777291483534,0
"292",26,11,8,1,227,228,1,190,0.166666666666667,0,0,0,0.0352422907488987,7.5777291483534,0.267056533862675
"293",26,12,37,1,227,228,1,227,0.0043859649122807,0,0,0,0.162995594713656,7.5777291483534,1.23513646911487
"294",26,13,0,0,227,228,1,227,0.0043859649122807,0,0,0,0,7.5777291483534,0
"295",26,14,0,0,227,228,1,227,0.0043859649122807,0,0,0,0,7.5777291483534,0
"296",26,15,0,0,227,228,1,227,0.0043859649122807,0,0,0,0,7.5777291483534,0
"305",27,0,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"306",27,1,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"313",27,2,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"314",27,3,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"315",27,4,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"316",27,5,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"317",27,6,0,0,213,228,1,0,1,0,0,0,0,4.98023714465517,0
"318",27,7,43,15,213,228,1,43,0.799065420560748,0,0,0,0.2018779342723,4.98023714465517,1.00539998694917
"319",27,8,25,15,213,228,1,68,0.682242990654206,0,0,0,0.117370892018779,4.98023714465517,0.584534876133236
"320",27,9,36,15,213,228,1,104,0.514018691588785,0,0,0,0.169014084507042,4.98023714465517,0.84173022163186
"307",27,10,94,15,213,228,1,198,0.0747663551401869,0,0,0,0.44131455399061,4.98023714465517,2.19785113426097
"308",27,11,15,15,213,228,1,213,0.00467289719626168,0,0,0,0.0704225352112676,4.98023714465517,0.350720925679942
"309",27,12,0,0,213,228,1,213,0.00467289719626168,0,0,0,0,4.98023714465517,0
"310",27,13,0,0,213,228,1,213,0.00467289719626168,0,0,0,0,4.98023714465517,0
"311",27,14,0,0,213,228,1,213,0.00467289719626168,0,0,0,0,4.98023714465517,0
"312",27,15,0,0,213,228,1,213,0.00467289719626168,0,0,0,0,4.98023714465517,0
"321",28,0,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"322",28,1,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"329",28,2,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"330",28,3,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"331",28,4,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"332",28,5,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"333",28,6,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"334",28,7,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"335",28,8,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"336",28,9,0,0,26,228,1,0,1,0,0,0,0,0.237446495056117,0
"323",28,10,26,202,26,228,1,26,0.037037037037037,0,0,0,1,0.237446495056117,0.237446495056117
"324",28,11,0,0,26,228,1,26,0.037037037037037,0,0,0,0,0.237446495056117,0
"325",28,12,0,0,26,228,1,26,0.037037037037037,0,0,0,0,0.237446495056117,0
"326",28,13,0,0,26,228,1,26,0.037037037037037,0,0,0,0,0.237446495056117,0
"327",28,14,0,0,26,228,1,26,0.037037037037037,0,0,0,0,0.237446495056117,0
"328",28,15,0,0,26,228,1,26,0.037037037037037,0,0,0,0,0.237446495056117,0
"337",29,0,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"338",29,1,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"345",29,2,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"346",29,3,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"347",29,4,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"348",29,5,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"349",29,6,0,0,9,228,1,0,1,0,0,0,0,0.0790429695680978,0
"350",29,7,9,219,9,228,1,9,0.1,0,0,0,1,0.0790429695680978,0.0790429695680978
"351",29,8,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"352",29,9,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"339",29,10,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"340",29,11,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"341",29,12,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"342",29,13,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"343",29,14,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"344",29,15,0,0,9,228,1,9,0.1,0,0,0,0,0.0790429695680978,0
"369",30,0,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"370",30,1,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"377",30,2,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"378",30,3,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"379",30,4,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"380",30,5,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"381",30,6,0,0,1,228,1,0,1,0,0,0,0,0.00862985818815529,0
"382",30,7,1,227,1,228,1,1,0.5,0,0,0,1,0.00862985818815529,0.00862985818815529
"383",30,8,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"384",30,9,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"371",30,10,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"372",30,11,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"373",30,12,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"374",30,13,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"375",30,14,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"376",30,15,0,0,1,228,1,1,0.5,0,0,0,0,0.00862985818815529,0
"385",31,0,0,269,0,269,1,0,1,0,0,0,0,0,0
"386",31,1,0,0,0,269,1,0,1,0,0,0,0,0,0
"393",31,2,0,0,0,269,1,0,1,0,0,0,0,0,0
"394",31,3,0,0,0,269,1,0,1,0,0,0,0,0,0
"395",31,4,0,0,0,269,1,0,1,0,0,0,0,0,0
"396",31,5,0,0,0,269,1,0,1,0,0,0,0,0,0
"397",31,6,0,0,0,269,1,0,1,0,0,0,0,0,0
"398",31,7,0,0,0,269,1,0,1,0,0,0,0,0,0
"399",31,8,0,0,0,269,1,0,1,0,0,0,0,0,0
"400",31,9,0,0,0,269,1,0,1,0,0,0,0,0,0
"387",31,10,0,0,0,269,1,0,1,0,0,0,0,0,0
"388",31,11,0,0,0,269,1,0,1,0,0,0,0,0,0
"389",31,12,0,0,0,269,1,0,1,0,0,0,0,0,0
"390",31,13,0,0,0,269,1,0,1,0,0,0,0,0,0
"391",31,14,0,0,0,269,1,0,1,0,0,0,0,0,0
"392",31,15,0,0,0,269,1,0,1,0,0,0,0,0,0
"401",32,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"402",32,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"409",32,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"410",32,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"411",32,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"412",32,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"413",32,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"414",32,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"415",32,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"416",32,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"403",32,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"404",32,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"405",32,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"406",32,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"407",32,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"408",32,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"417",33,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"418",33,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"425",33,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"426",33,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"427",33,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"428",33,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"429",33,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"430",33,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"431",33,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"432",33,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"419",33,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"420",33,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"421",33,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"422",33,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"423",33,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"424",33,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"433",34,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"434",34,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"441",34,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"442",34,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"443",34,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"444",34,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"445",34,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"446",34,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"447",34,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"448",34,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"435",34,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"436",34,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"437",34,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"438",34,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"439",34,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"440",34,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"449",35,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"450",35,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"457",35,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"458",35,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"459",35,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"460",35,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"461",35,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"462",35,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"463",35,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"464",35,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"451",35,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"452",35,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"453",35,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"454",35,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"455",35,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"456",35,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"465",36,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"466",36,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"473",36,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"474",36,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"475",36,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"476",36,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"477",36,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"478",36,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"479",36,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"480",36,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"467",36,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"468",36,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"469",36,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"470",36,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"471",36,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"472",36,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"481",37,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"482",37,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"489",37,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"490",37,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"491",37,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"492",37,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"493",37,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"494",37,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"495",37,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"496",37,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"483",37,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"484",37,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"485",37,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"486",37,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"487",37,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"488",37,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"497",38,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"498",38,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"505",38,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"506",38,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"507",38,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"508",38,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"509",38,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"510",38,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"511",38,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"512",38,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"499",38,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"500",38,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"501",38,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"502",38,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"503",38,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"504",38,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"513",39,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"514",39,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"521",39,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"522",39,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"523",39,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"524",39,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"525",39,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"526",39,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"527",39,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"528",39,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"515",39,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"516",39,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"517",39,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"518",39,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"519",39,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"520",39,15,0,0,0,268,1,0,1,0,0,0,0,0,0
"545",40,0,0,268,0,268,1,0,1,0,0,0,0,0,0
"546",40,1,0,0,0,268,1,0,1,0,0,0,0,0,0
"553",40,2,0,0,0,268,1,0,1,0,0,0,0,0,0
"554",40,3,0,0,0,268,1,0,1,0,0,0,0,0,0
"555",40,4,0,0,0,268,1,0,1,0,0,0,0,0,0
"556",40,5,0,0,0,268,1,0,1,0,0,0,0,0,0
"557",40,6,0,0,0,268,1,0,1,0,0,0,0,0,0
"558",40,7,0,0,0,268,1,0,1,0,0,0,0,0,0
"559",40,8,0,0,0,268,1,0,1,0,0,0,0,0,0
"560",40,9,0,0,0,268,1,0,1,0,0,0,0,0,0
"547",40,10,0,0,0,268,1,0,1,0,0,0,0,0,0
"548",40,11,0,0,0,268,1,0,1,0,0,0,0,0,0
"549",40,12,0,0,0,268,1,0,1,0,0,0,0,0,0
"550",40,13,0,0,0,268,1,0,1,0,0,0,0,0,0
"551",40,14,0,0,0,268,1,0,1,0,0,0,0,0,0
"552",40,15,0,0,0,268,1,0,1,0,0,0,0,0,0
