"xbin","zbin","bin.hits","sky.hits","can.hits","lidar.pulses","Freq","pulses.in","pulses.out","lad","sum.lad"
4,8,8,1,353,354,1,105,97,0.0792493716541405,5.86929691313377
4,9,0,0,353,354,1,97,97,0,5.86929691313377
4,10,0,0,353,354,1,97,97,0,5.86929691313377
4,11,1,1,353,354,1,97,96,0.0103627870355467,5.86929691313377
4,12,84,1,353,354,1,96,12,2.07944154167984,5.86929691313377
4,13,0,0,353,354,1,12,12,0,5.86929691313377
4,14,0,0,353,354,1,12,12,0,5.86929691313377
4,15,0,0,353,354,1,12,12,0,5.86929691313377
4,16,0,0,353,354,1,12,12,0,5.86929691313377
4,17,0,0,353,354,1,12,12,0,5.86929691313377
4,18,0,0,353,354,1,12,12,0,5.86929691313377
4,19,0,0,353,354,1,12,12,0,5.86929691313377
4,20,0,0,353,354,1,12,12,0,5.86929691313377
4,21,0,0,353,354,1,12,12,0,5.86929691313377
4,22,0,0,353,354,1,12,12,0,5.86929691313377
4,23,11,1,353,354,1,12,1,2.484906649788,5.86929691313377
4,24,0,0,353,354,1,1,1,0,5.86929691313377
4,25,0,0,353,354,1,1,1,0,5.86929691313377
4,26,0,0,353,354,1,1,1,0,5.86929691313377
4,27,0,0,353,354,1,1,1,0,5.86929691313377
5,0,0,0,355,355,1,355,355,0,4.08035832024736
5,1,0,0,355,355,1,355,355,0,4.08035832024736
5,2,0,0,355,355,1,355,355,0,4.08035832024736
5,3,0,0,355,355,1,355,355,0,4.08035832024736
5,4,0,0,355,355,1,355,355,0,4.08035832024736
5,5,0,0,355,355,1,355,355,0,4.08035832024736
5,6,0,0,355,355,1,355,355,0,4.08035832024736
5,7,259,0,355,355,1,355,96,1.30776959800758,4.08035832024736
5,8,3,0,355,355,1,96,93,0.0317486983145803,4.08035832024736
5,9,0,0,355,355,1,93,93,0,4.08035832024736
5,10,0,0,355,355,1,93,93,0,4.08035832024736
5,11,43,0,355,355,1,93,50,0.62057648772511,4.08035832024736
5,12,44,0,355,355,1,50,6,2.12026353620009,4.08035832024736
5,13,6,0,355,355,1,6,0,0,4.08035832024736
5,14,0,0,355,355,1,0,0,0,4.08035832024736
5,15,0,0,355,355,1,0,0,0,4.08035832024736
5,16,0,0,355,355,1,0,0,0,4.08035832024736
5,17,0,0,355,355,1,0,0,0,4.08035832024736
5,18,0,0,355,355,1,0,0,0,4.08035832024736
5,19,0,0,355,355,1,0,0,0,4.08035832024736
5,20,0,0,355,355,1,0,0,0,4.08035832024736
5,21,0,0,355,355,1,0,0,0,4.08035832024736
5,22,0,0,355,355,1,0,0,0,4.08035832024736
5,23,0,0,355,355,1,0,0,0,4.08035832024736
5,24,0,0,355,355,1,0,0,0,4.08035832024736
5,25,0,0,355,355,1,0,0,0,4.08035832024736
5,26,0,0,355,355,1,0,0,0,4.08035832024736
5,27,0,0,355,355,1,0,0,0,4.08035832024736
6,0,0,0,354,354,1,354,354,0,3.92338676407846
6,1,0,0,354,354,1,354,354,0,3.92338676407846
6,2,0,0,354,354,1,354,354,0,3.92338676407846
6,3,0,0,354,354,1,354,354,0,3.92338676407846
6,4,0,0,354,354,1,354,354,0,3.92338676407846
6,5,0,0,354,354,1,354,354,0,3.92338676407846
6,6,0,0,354,354,1,354,354,0,3.92338676407846
6,7,0,0,354,354,1,354,354,0,3.92338676407846
6,8,0,0,354,354,1,354,354,0,3.92338676407846
6,9,137,0,354,354,1,354,217,0.489399559593315,3.92338676407846
6,10,4,0,354,354,1,217,213,0.0186051878310345,3.92338676407846
6,11,135,0,354,354,1,213,78,1.00458333901983,3.92338676407846
6,12,71,0,354,354,1,78,7,2.41079867763428,3.92338676407846
6,13,0,0,354,354,1,7,7,0,3.92338676407846
6,14,0,0,354,354,1,7,7,0,3.92338676407846
6,15,0,0,354,354,1,7,7,0,3.92338676407846
6,16,0,0,354,354,1,7,7,0,3.92338676407846
6,17,0,0,354,354,1,7,7,0,3.92338676407846
6,18,0,0,354,354,1,7,7,0,3.92338676407846
6,19,0,0,354,354,1,7,7,0,3.92338676407846
6,20,0,0,354,354,1,7,7,0,3.92338676407846
6,21,0,0,354,354,1,7,7,0,3.92338676407846
6,22,0,0,354,354,1,7,7,0,3.92338676407846
6,23,7,0,354,354,1,7,0,0,3.92338676407846
6,24,0,0,354,354,1,0,0,0,3.92338676407846
6,25,0,0,354,354,1,0,0,0,3.92338676407846
6,26,0,0,354,354,1,0,0,0,3.92338676407846
6,27,0,0,354,354,1,0,0,0,3.92338676407846
7,0,0,0,354,354,1,354,354,0,5.17614973257383
7,1,0,0,354,354,1,354,354,0,5.17614973257383
7,2,0,0,354,354,1,354,354,0,5.17614973257383
7,3,0,0,354,354,1,354,354,0,5.17614973257383
7,4,226,0,354,354,1,354,128,1.01726664921416,5.17614973257383
7,5,20,0,354,354,1,128,108,0.169899036795397,5.17614973257383
7,6,0,0,354,354,1,108,108,0,5.17614973257383
7,7,0,0,354,354,1,108,108,0,5.17614973257383
7,8,0,0,354,354,1,108,108,0,5.17614973257383
7,9,88,0,354,354,1,108,20,1.68639895357023,5.17614973257383
7,10,0,0,354,354,1,20,20,0,5.17614973257383
7,11,17,0,354,354,1,20,3,1.89711998488588,5.17614973257383
7,12,0,0,354,354,1,3,3,0,5.17614973257383
7,13,0,0,354,354,1,3,3,0,5.17614973257383
7,14,0,0,354,354,1,3,3,0,5.17614973257383
7,15,0,0,354,354,1,3,3,0,5.17614973257383
7,16,0,0,354,354,1,3,3,0,5.17614973257383
7,17,0,0,354,354,1,3,3,0,5.17614973257383
7,18,0,0,354,354,1,3,3,0,5.17614973257383
7,19,0,0,354,354,1,3,3,0,5.17614973257383
7,20,0,0,354,354,1,3,3,0,5.17614973257383
7,21,0,0,354,354,1,3,3,0,5.17614973257383
7,22,1,0,354,354,1,3,2,0.405465108108164,5.17614973257383
7,23,2,0,354,354,1,2,0,0,5.17614973257383
7,24,0,0,354,354,1,0,0,0,5.17614973257383
7,25,0,0,354,354,1,0,0,0,5.17614973257383
7,26,0,0,354,354,1,0,0,0,5.17614973257383
7,27,0,0,354,354,1,0,0,0,5.17614973257383
8,0,0,0,355,355,1,355,355,0,5.87211778947542
8,1,0,0,355,355,1,355,355,0,5.87211778947542
8,2,0,0,355,355,1,355,355,0,5.87211778947542
8,3,20,0,355,355,1,355,335,0.0579872576503493,5.87211778947542
8,4,21,0,355,355,1,335,314,0.0647375459168132,5.87211778947542
8,5,0,0,355,355,1,314,314,0,5.87211778947542
8,6,0,0,355,355,1,314,314,0,5.87211778947542
8,7,28,0,355,355,1,314,286,0.0934011750884008,5.87211778947542
8,8,126,0,355,355,1,286,160,0.580817995586026,5.87211778947542
8,9,87,0,355,355,1,160,73,0.784714374085436,5.87211778947542
8,10,0,0,355,355,1,73,73,0,5.87211778947542
8,11,0,0,355,355,1,73,73,0,5.87211778947542
8,12,0,0,355,355,1,73,73,0,5.87211778947542
8,13,0,0,355,355,1,73,73,0,5.87211778947542
8,14,0,0,355,355,1,73,73,0,5.87211778947542
8,15,0,0,355,355,1,73,73,0,5.87211778947542
8,16,0,0,355,355,1,73,73,0,5.87211778947542
8,17,0,0,355,355,1,73,73,0,5.87211778947542
8,18,0,0,355,355,1,73,73,0,5.87211778947542
8,19,2,0,355,355,1,73,71,0.0277795641070757,5.87211778947542
8,20,67,0,355,355,1,71,4,2.87638551592142,5.87211778947542
8,21,0,0,355,355,1,4,4,0,5.87211778947542
8,22,0,0,355,355,1,4,4,0,5.87211778947542
8,23,0,0,355,355,1,4,4,0,5.87211778947542
8,24,0,0,355,355,1,4,4,0,5.87211778947542
8,25,3,0,355,355,1,4,1,1.38629436111989,5.87211778947542
8,26,1,0,355,355,1,1,0,0,5.87211778947542
8,27,0,0,355,355,1,0,0,0,5.87211778947542
9,0,0,0,345,354,1,354,354,0,3.67207233579756
9,1,0,0,345,354,1,354,354,0,3.67207233579756
9,2,0,0,345,354,1,354,354,0,3.67207233579756
9,3,0,0,345,354,1,354,354,0,3.67207233579756
9,4,0,0,345,354,1,354,354,0,3.67207233579756
9,5,0,0,345,354,1,354,354,0,3.67207233579756
9,6,45,9,345,354,1,354,309,0.135955636236029,3.67207233579756
9,7,119,9,345,354,1,309,190,0.486317204737259,3.67207233579756
9,8,11,9,345,354,1,190,179,0.0596382663197312,3.67207233579756
9,9,0,0,345,354,1,179,179,0,3.67207233579756
9,10,0,0,345,354,1,179,179,0,3.67207233579756
9,11,0,0,345,354,1,179,179,0,3.67207233579756
9,12,0,0,345,354,1,179,179,0,3.67207233579756
9,13,3,9,345,354,1,179,176,0.0169018108026033,3.67207233579756
9,14,66,9,345,354,1,176,110,0.470003629245736,3.67207233579756
9,15,0,0,345,354,1,110,110,0,3.67207233579756
9,16,0,0,345,354,1,110,110,0,3.67207233579756
9,17,0,0,345,354,1,110,110,0,3.67207233579756
9,18,0,0,345,354,1,110,110,0,3.67207233579756
9,19,0,0,345,354,1,110,110,0,3.67207233579756
9,20,0,0,345,354,1,110,110,0,3.67207233579756
9,21,0,0,345,354,1,110,110,0,3.67207233579756
9,22,0,0,345,354,1,110,110,0,3.67207233579756
9,23,0,0,345,354,1,110,110,0,3.67207233579756
9,24,0,0,345,354,1,110,110,0,3.67207233579756
9,25,27,9,345,354,1,110,83,0.281639757995818,3.67207233579756
9,26,60,9,345,354,1,83,23,1.28334639186745,3.67207233579756
9,27,14,9,345,354,1,23,9,0.93826963859293,3.67207233579756
10,0,0,0,314,354,1,354,354,0,2.18041745901984
10,1,0,0,314,354,1,354,354,0,2.18041745901984
10,2,0,0,314,354,1,354,354,0,2.18041745901984
10,3,0,0,314,354,1,354,354,0,2.18041745901984
10,4,0,0,314,354,1,354,354,0,2.18041745901984
10,5,51,40,314,354,1,354,303,0.155564107624405,2.18041745901984
10,6,208,40,314,354,1,303,95,1.15985591390883,2.18041745901984
10,7,34,40,314,354,1,95,61,0.44300302742723,2.18041745901984
10,8,18,40,314,354,1,61,43,0.349673748479749,2.18041745901984
10,9,0,0,314,354,1,43,43,0,2.18041745901984
10,10,0,0,314,354,1,43,43,0,2.18041745901984
10,11,0,0,314,354,1,43,43,0,2.18041745901984
10,12,0,0,314,354,1,43,43,0,2.18041745901984
10,13,0,0,314,354,1,43,43,0,2.18041745901984
10,14,0,0,314,354,1,43,43,0,2.18041745901984
10,15,0,0,314,354,1,43,43,0,2.18041745901984
10,16,0,0,314,354,1,43,43,0,2.18041745901984
10,17,0,0,314,354,1,43,43,0,2.18041745901984
10,18,0,0,314,354,1,43,43,0,2.18041745901984
10,19,0,0,314,354,1,43,43,0,2.18041745901984
10,20,0,0,314,354,1,43,43,0,2.18041745901984
10,21,0,0,314,354,1,43,43,0,2.18041745901984
10,22,0,0,314,354,1,43,43,0,2.18041745901984
10,23,0,0,314,354,1,43,43,0,2.18041745901984
10,24,0,0,314,354,1,43,43,0,2.18041745901984
10,25,0,0,314,354,1,43,43,0,2.18041745901984
10,26,3,40,314,354,1,43,40,0.0723206615796261,2.18041745901984
10,27,0,0,314,354,1,40,40,0,2.18041745901984
11,0,0,0,373,373,1,373,373,0,0.334329761243566
11,1,0,0,373,373,1,373,373,0,0.334329761243566
11,2,0,0,373,373,1,373,373,0,0.334329761243566
11,3,0,0,373,373,1,373,373,0,0.334329761243566
11,4,0,0,373,373,1,373,373,0,0.334329761243566
11,5,15,0,373,373,1,373,358,0.0410454332431152,0.334329761243566
11,6,32,0,373,373,1,358,326,0.0936356050339927,0.334329761243566
11,7,59,0,373,373,1,326,267,0.199648722966458,0.334329761243566
11,8,267,0,373,373,1,267,0,0,0.334329761243566
11,9,0,0,373,373,1,0,0,0,0.334329761243566
11,10,0,0,373,373,1,0,0,0,0.334329761243566
11,11,0,0,373,373,1,0,0,0,0.334329761243566
11,12,0,0,373,373,1,0,0,0,0.334329761243566
11,13,0,0,373,373,1,0,0,0,0.334329761243566
11,14,0,0,373,373,1,0,0,0,0.334329761243566
11,15,0,0,373,373,1,0,0,0,0.334329761243566
11,16,0,0,373,373,1,0,0,0,0.334329761243566
11,17,0,0,373,373,1,0,0,0,0.334329761243566
11,18,0,0,373,373,1,0,0,0,0.334329761243566
11,19,0,0,373,373,1,0,0,0,0.334329761243566
11,20,0,0,373,373,1,0,0,0,0.334329761243566
11,21,0,0,373,373,1,0,0,0,0.334329761243566
11,22,0,0,373,373,1,0,0,0,0.334329761243566
11,23,0,0,373,373,1,0,0,0,0.334329761243566
11,24,0,0,373,373,1,0,0,0,0.334329761243566
11,25,0,0,373,373,1,0,0,0,0.334329761243566
11,26,0,0,373,373,1,0,0,0,0.334329761243566
11,27,0,0,373,373,1,0,0,0,0.334329761243566
12,0,0,0,373,373,1,373,373,0,2.42507085817734
12,1,0,0,373,373,1,373,373,0,2.42507085817734
12,2,0,0,373,373,1,373,373,0,2.42507085817734
12,3,114,0,373,373,1,373,259,0.364750357944278,2.42507085817734
12,4,0,0,373,373,1,259,259,0,2.42507085817734
12,5,0,0,373,373,1,259,259,0,2.42507085817734
12,6,24,0,373,373,1,259,235,0.0972425475553787,2.42507085817734
12,7,148,0,373,373,1,235,87,0.993677395489575,2.42507085817734
12,8,54,0,373,373,1,87,33,0.969400557188103,2.42507085817734
12,9,33,0,373,373,1,33,0,0,2.42507085817734
12,10,0,0,373,373,1,0,0,0,2.42507085817734
12,11,0,0,373,373,1,0,0,0,2.42507085817734
12,12,0,0,373,373,1,0,0,0,2.42507085817734
12,13,0,0,373,373,1,0,0,0,2.42507085817734
12,14,0,0,373,373,1,0,0,0,2.42507085817734
12,15,0,0,373,373,1,0,0,0,2.42507085817734
12,16,0,0,373,373,1,0,0,0,2.42507085817734
12,17,0,0,373,373,1,0,0,0,2.42507085817734
12,18,0,0,373,373,1,0,0,0,2.42507085817734
12,19,0,0,373,373,1,0,0,0,2.42507085817734
12,20,0,0,373,373,1,0,0,0,2.42507085817734
12,21,0,0,373,373,1,0,0,0,2.42507085817734
12,22,0,0,373,373,1,0,0,0,2.42507085817734
12,23,0,0,373,373,1,0,0,0,2.42507085817734
12,24,0,0,373,373,1,0,0,0,2.42507085817734
12,25,0,0,373,373,1,0,0,0,2.42507085817734
12,26,0,0,373,373,1,0,0,0,2.42507085817734
12,27,0,0,373,373,1,0,0,0,2.42507085817734
13,0,0,0,373,373,1,373,373,0,4.12981895041576
13,1,0,0,373,373,1,373,373,0,4.12981895041576
13,2,0,0,373,373,1,373,373,0,4.12981895041576
13,3,0,0,373,373,1,373,373,0,4.12981895041576
13,4,0,0,373,373,1,373,373,0,4.12981895041576
13,5,0,0,373,373,1,373,373,0,4.12981895041576
13,6,0,0,373,373,1,373,373,0,4.12981895041576
13,7,6,0,373,373,1,373,367,0.0162165715892453,4.12981895041576
13,8,24,0,373,373,1,367,343,0.0676314008886303,4.12981895041576
13,9,185,0,373,373,1,343,158,0.775135414138973,4.12981895041576
13,10,9,0,373,373,1,158,149,0.0586487270815077,4.12981895041576
13,11,143,0,373,373,1,149,6,3.2121868367174,4.12981895041576
13,12,6,0,373,373,1,6,0,0,4.12981895041576
13,13,0,0,373,373,1,0,0,0,4.12981895041576
13,14,0,0,373,373,1,0,0,0,4.12981895041576
13,15,0,0,373,373,1,0,0,0,4.12981895041576
13,16,0,0,373,373,1,0,0,0,4.12981895041576
13,17,0,0,373,373,1,0,0,0,4.12981895041576
13,18,0,0,373,373,1,0,0,0,4.12981895041576
13,19,0,0,373,373,1,0,0,0,4.12981895041576
13,20,0,0,373,373,1,0,0,0,4.12981895041576
13,21,0,0,373,373,1,0,0,0,4.12981895041576
13,22,0,0,373,373,1,0,0,0,4.12981895041576
13,23,0,0,373,373,1,0,0,0,4.12981895041576
13,24,0,0,373,373,1,0,0,0,4.12981895041576
13,25,0,0,373,373,1,0,0,0,4.12981895041576
13,26,0,0,373,373,1,0,0,0,4.12981895041576
13,27,0,0,373,373,1,0,0,0,4.12981895041576
14,0,0,0,370,373,1,373,373,0,4.82296613097571
14,1,0,0,370,373,1,373,373,0,4.82296613097571
14,2,0,0,370,373,1,373,373,0,4.82296613097571
14,3,0,0,370,373,1,373,373,0,4.82296613097571
14,4,0,0,370,373,1,373,373,0,4.82296613097571
14,5,0,0,370,373,1,373,373,0,4.82296613097571
14,6,0,0,370,373,1,373,373,0,4.82296613097571
14,7,29,3,370,373,1,373,344,0.0809367622704171,4.82296613097571
14,8,0,0,370,373,1,344,344,0,4.82296613097571
14,9,0,0,370,373,1,344,344,0,4.82296613097571
14,10,50,3,370,373,1,344,294,0.157061890034717,4.82296613097571
14,11,245,3,370,373,1,294,49,1.79175946922805,4.82296613097571
14,12,46,3,370,373,1,49,3,2.79320800944252,4.82296613097571
14,13,0,0,370,373,1,3,3,0,4.82296613097571
14,14,0,0,370,373,1,3,3,0,4.82296613097571
14,15,0,0,370,373,1,3,3,0,4.82296613097571
14,16,0,0,370,373,1,3,3,0,4.82296613097571
14,17,0,0,370,373,1,3,3,0,4.82296613097571
14,18,0,0,370,373,1,3,3,0,4.82296613097571
14,19,0,0,370,373,1,3,3,0,4.82296613097571
14,20,0,0,370,373,1,3,3,0,4.82296613097571
14,21,0,0,370,373,1,3,3,0,4.82296613097571
14,22,0,0,370,373,1,3,3,0,4.82296613097571
14,23,0,0,370,373,1,3,3,0,4.82296613097571
14,24,0,0,370,373,1,3,3,0,4.82296613097571
14,25,0,0,370,373,1,3,3,0,4.82296613097571
14,26,0,0,370,373,1,3,3,0,4.82296613097571
14,27,0,0,370,373,1,3,3,0,4.82296613097571
15,0,0,0,368,373,1,373,373,0,4.31214050720972
15,1,0,0,368,373,1,373,373,0,4.31214050720972
15,2,0,0,368,373,1,373,373,0,4.31214050720972
15,3,0,0,368,373,1,373,373,0,4.31214050720972
15,4,0,0,368,373,1,373,373,0,4.31214050720972
15,5,0,0,368,373,1,373,373,0,4.31214050720972
15,6,141,5,368,373,1,373,232,0.474841047977506,4.31214050720972
15,7,17,5,368,373,1,232,215,0.0760993435386473,4.31214050720972
15,8,0,0,368,373,1,215,215,0,4.31214050720972
15,9,25,5,368,373,1,215,190,0.123613955967177,4.31214050720972
15,10,32,5,368,373,1,190,158,0.184429039133519,4.31214050720972
15,11,103,5,368,373,1,158,55,1.0552618477945,4.31214050720972
15,12,50,5,368,373,1,55,5,2.39789527279837,4.31214050720972
15,13,0,0,368,373,1,5,5,0,4.31214050720972
15,14,0,0,368,373,1,5,5,0,4.31214050720972
15,15,0,0,368,373,1,5,5,0,4.31214050720972
15,16,0,0,368,373,1,5,5,0,4.31214050720972
15,17,0,0,368,373,1,5,5,0,4.31214050720972
15,18,0,0,368,373,1,5,5,0,4.31214050720972
15,19,0,0,368,373,1,5,5,0,4.31214050720972
15,20,0,0,368,373,1,5,5,0,4.31214050720972
15,21,0,0,368,373,1,5,5,0,4.31214050720972
15,22,0,0,368,373,1,5,5,0,4.31214050720972
15,23,0,0,368,373,1,5,5,0,4.31214050720972
15,24,0,0,368,373,1,5,5,0,4.31214050720972
15,25,0,0,368,373,1,5,5,0,4.31214050720972
15,26,0,0,368,373,1,5,5,0,4.31214050720972
15,27,0,0,368,373,1,5,5,0,4.31214050720972
16,0,0,0,332,373,1,373,373,0,2.20800635293951
16,1,0,0,332,373,1,373,373,0,2.20800635293951
16,2,0,0,332,373,1,373,373,0,2.20800635293951
16,3,0,0,332,373,1,373,373,0,2.20800635293951
16,4,0,0,332,373,1,373,373,0,2.20800635293951
16,5,0,0,332,373,1,373,373,0,2.20800635293951
16,6,145,41,332,373,1,373,228,0.492232790689375,2.20800635293951
16,7,5,41,332,373,1,228,223,0.0221738574943221,2.20800635293951
16,8,0,0,332,373,1,223,223,0,2.20800635293951
16,9,30,41,332,373,1,223,193,0.144481582555233,2.20800635293951
16,10,3,41,332,373,1,193,190,0.0156661167443995,2.20800635293951
16,11,86,41,332,373,1,190,104,0.602633173019113,2.20800635293951
16,12,17,41,332,373,1,104,87,0.178482780486789,2.20800635293951
16,13,0,0,332,373,1,87,87,0,2.20800635293951
16,14,0,0,332,373,1,87,87,0,2.20800635293951
16,15,0,0,332,373,1,87,87,0,2.20800635293951
16,16,43,41,332,373,1,87,44,0.681718484736323,2.20800635293951
16,17,3,41,332,373,1,44,41,0.0706175672139534,2.20800635293951
16,18,0,0,332,373,1,41,41,0,2.20800635293951
16,19,0,0,332,373,1,41,41,0,2.20800635293951
16,20,0,0,332,373,1,41,41,0,2.20800635293951
16,21,0,0,332,373,1,41,41,0,2.20800635293951
16,22,0,0,332,373,1,41,41,0,2.20800635293951
16,23,0,0,332,373,1,41,41,0,2.20800635293951
16,24,0,0,332,373,1,41,41,0,2.20800635293951
16,25,0,0,332,373,1,41,41,0,2.20800635293951
16,26,0,0,332,373,1,41,41,0,2.20800635293951
16,27,0,0,332,373,1,41,41,0,2.20800635293951
17,0,0,0,370,373,1,373,373,0,4.82296613097571
17,1,0,0,370,373,1,373,373,0,4.82296613097571
17,2,0,0,370,373,1,373,373,0,4.82296613097571
17,3,31,3,370,373,1,373,342,0.0867676825812103,4.82296613097571
17,4,41,3,370,373,1,342,301,0.127700472313729,4.82296613097571
17,5,0,0,370,373,1,301,301,0,4.82296613097571
17,6,5,3,370,373,1,301,296,0.0167508104248154,4.82296613097571
17,7,263,3,370,373,1,296,33,2.19385189285758,4.82296613097571
17,8,18,3,370,373,1,33,15,0.78845736036427,4.82296613097571
17,9,3,3,370,373,1,15,12,0.22314355131421,4.82296613097571
17,10,2,3,370,373,1,12,10,0.182321556793955,4.82296613097571
17,11,0,0,370,373,1,10,10,0,4.82296613097571
17,12,0,0,370,373,1,10,10,0,4.82296613097571
17,13,0,0,370,373,1,10,10,0,4.82296613097571
17,14,0,0,370,373,1,10,10,0,4.82296613097571
17,15,0,0,370,373,1,10,10,0,4.82296613097571
17,16,7,3,370,373,1,10,3,1.20397280432594,4.82296613097571
17,17,0,0,370,373,1,3,3,0,4.82296613097571
17,18,0,0,370,373,1,3,3,0,4.82296613097571
17,19,0,0,370,373,1,3,3,0,4.82296613097571
17,20,0,0,370,373,1,3,3,0,4.82296613097571
17,21,0,0,370,373,1,3,3,0,4.82296613097571
17,22,0,0,370,373,1,3,3,0,4.82296613097571
17,23,0,0,370,373,1,3,3,0,4.82296613097571
17,24,0,0,370,373,1,3,3,0,4.82296613097571
17,25,0,0,370,373,1,3,3,0,4.82296613097571
17,26,0,0,370,373,1,3,3,0,4.82296613097571
