"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","test.df",4.4097772306686,1.32196101808623,1.74758093333958,4.59891581072423,40,3.875,7,1.72028340688388,11.001,6.75435,8,8,0,0,0.614583333333333,15.6003040397842,2.75774158624504,2.82757234801851,2.12285654853102,"test.df",3.25549739039666,1.57999031089276,0,100,14.388,335.425,2.925,0.735559479666651,7.41924994580533
