"plot","mean.height.mean","height.2","mean.height.median","mean.height.var","mean.height.rms","transect.length","can.max.ht","moch","can.max.ht.median","lad.mean","lad.sd","lad.median","lad.column.max","lad.max.ht.mean","lad.max.ht.sd","lad.max.ht.median","lad.max","lad.mean.peak","lad.peak.sd","lad.peak.median","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","median.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","gap.variables","enl","fhd","gini","mean.intensity","median.intensity","sd.intensity","max.intensity","min.intensity","skew.intensity","kurtosis.intensity","p10","p25","p50","p75","p90"
"f",13.0115655513823,5.25202569212677,12.0015686175444,27.5837738707596,14.006963183428,40,27.461,18.5072,19.988,4.15408807812183,1.53442495138958,4.4148144251046,5.92157841964382,13.375,6.26626089793791,12,3.69821078154282,1.99198276055472,0.924117346863926,2.01267584536757,0,0,0.74375,446.296745946719,13.4020568808109,16.3303893802392,6.55412527442225,10.0656583012933,5.13165781638599,8.768,1.73787608187937,98.2621239181206,27.461,364.075,4.975,0.925919278817259,19.9009640666082,2.95403682654282,1.43876648063811,81.1979727368053,83,15.0839451527411,126,8,-0.811377932184735,4.63694040275872,4.266,6.252,8.764,11.991,18.7867
